Name,Author,Rating,Reviews,Type,Price(USD),Year
Game of Thrones Boxed Set: A Game of Thrones/A Clash of Kings/A Storm of Swords/A Feast for Crows,George R.R. Martin,4.6,5866,Mass Market Paperback,3.85,2013
Allegiant,Veronica Roth,4.1,7117,Hardcover,13.45,2013
And the Mountains Echoed,Khaled Hosseini,4.3,13074,Hardcover,16.99,2013
Humans of New York (ST MARTIN'S PRE),Brandon Stanton,4.8,4164,Hardcover,22.16,2013
The Legend of Zelda: Hyrule Historia,Patrick Thorpe,4.9,6429,Hardcover,9.95,2013
Doctor Sleep: A Novel,Stephen King,4.7,18311,Hardcover,2.12,2013
Knock-Knock Jokes for Kids,Rob Elliott,4.5,4467,Paperback,0.25,2013
The Goldfinch: A Novel (Pulitzer Prize for Fiction),Donna Tartt,3.9,36229,Hardcover,20.99,2013
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,38489,Paperback,1.11,2013
Gone Girl,Gillian Flynn,4,59742,Hardcover,18.11,2013
George Washington's Secret Six: The Spy Ring That Saved the American Revolution,Brian Kilmeade,4.6,5291,Hardcover,28.18,2013
Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,4.6,12255,Paperback,1.99,2013
"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)",Sherri Duskey Rinker,4.9,10294,Hardcover,0.97,2013
Sycamore Row (Jake Brigance),John Grisham,4.5,26008,Hardcover,37.49,2013
"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,4.4,7911,Hardcover,12.77,2013
"The Pioneer Woman Cooks: A Year of Holidays: 140 Step-by-Step Recipes for Simple, Scrumptious Celebrations",Ree Drummond,4.8,3316,Hardcover,5.75,2013
The Day the Crayons Quit,Drew Daywalt,4.8,11734,Hardcover,1.67,2013
"Happy, Happy, Happy: My Life and Legacy as the Duck Commander",Phil Robertson,4.8,4377,Hardcover,18.99,2013
The Very Hungry Caterpillar,Eric Carle,4.9,31511,Board book,0.94,2013
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Brené Brown,4.8,1662,Hardcover,5.97,2013
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.6,1286,Paperback,35.02,2013
Joyland (Hard Case Crime),Stephen King,4.5,5161,Paperback,0.94,2013
Fifty Shades of Grey: Book One of the Fifty Shades Trilogy (Fifty Shades of Grey Series),E L James,3.9,51632,Paperback,14.01,2013
"Soul Healing Miracles: Ancient and New Sacred Wisdom, Knowledge, and Practical Techniques for Healing the Spiritual, Mental, Emotional, and Physical Bodies",Zhi Gang Sha,4.6,237,Hardcover,1.23,2013
Shred: The Revolutionary Diet: 6 Weeks 4 Inches 2 Sizes,Ian K. Smith,4.1,2549,Hardcover,15.9,2013
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Allie Brosh,4.7,5987,Paperback,4.57,2013
To Kill a Mockingbird,Harper Lee,4.8,36339,Mass Market Paperback,1.19,2013
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3851,Hardcover,16.65,2013
StrengthsFinder 2.0,Tom Rath,4,5568,Hardcover,15.85,2013
"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,4.5,6667,Hardcover,13.2,2013
"Diary of a Wimpy Kid: Hard Luck, Book 8",Jeff Kinney,4.8,8489,Hardcover,22.39,2013
Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans (1),Rush Limbaugh,4.9,7911,Hardcover,8.45,2013
Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,4.9,22842,Hardcover,1.29,2013
Inferno,Dan Brown,4.1,30965,Hardcover,14.99,2013
"The House of Hades (Heroes of Olympus, Book 4)",Rick Riordan,4.8,8826,Hardcover,1.58,2013
"Things That Matter: Three Decades of Passions, Pastimes and Politics [Deckled Edge]",Charles Krauthammer,4.7,7329,Hardcover,15.89,2013
The Great Gatsby,F. Scott Fitzgerald,4.4,11080,Paperback,0.94,2013
Killing Jesus (Bill O'Reilly's Killing Series),Bill O'Reilly,4.5,11963,Hardcover,19.5,2013
Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,Eben Alexander,4.3,14275,Paperback,10.49,2013
"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5",American Psychiatric Association,4.6,8640,Paperback,152,2013
The Official SAT Study Guide,The College Board,4.4,1334,Paperback,0.59,2013
The Fault in Our Stars,John Green,4.7,52859,Hardcover,10.89,2013
The Book Thief,Markus Zusak,4.6,26303,Paperback,0.94,2013
Wonder,R. J. Palacio,4.8,26483,Hardcover,0.36,2013
The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,4.7,3984,Paperback,1.19,2013
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,10540,Paperback,11.21,2013
Divergent,Veronica Roth,4.6,28681,Paperback,16.5,2013
Laugh-Out-Loud Jokes for Kids,Rob Elliott,4.6,8191,Paperback,0.25,2013
"Oh, the Places You'll Go!",Dr. Seuss,4.9,17081,Hardcover,0.35,2013
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Malcolm Gladwell,4.5,5448,Hardcover,27.55,2013
Game of Thrones Boxed Set: A Game of Thrones/A Clash of Kings/A Storm of Swords/A Feast for Crows,George R.R. Martin,4.6,5866,Mass Market Paperback,3.85,2013
Allegiant,Veronica Roth,4.1,7117,Hardcover,13.45,2013
And the Mountains Echoed,Khaled Hosseini,4.3,13074,Hardcover,16.99,2013
Humans of New York (ST MARTIN'S PRE),Brandon Stanton,4.8,4164,Hardcover,22.16,2013
The Legend of Zelda: Hyrule Historia,Patrick Thorpe,4.9,6429,Hardcover,9.95,2013
Doctor Sleep: A Novel,Stephen King,4.7,18311,Hardcover,2.12,2013
Knock-Knock Jokes for Kids,Rob Elliott,4.5,4467,Paperback,0.25,2013
The Goldfinch: A Novel (Pulitzer Prize for Fiction),Donna Tartt,3.9,36229,Hardcover,20.99,2013
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,38489,Paperback,1.11,2013
Gone Girl,Gillian Flynn,4,59742,Hardcover,18.11,2013
George Washington's Secret Six: The Spy Ring That Saved the American Revolution,Brian Kilmeade,4.6,5291,Hardcover,28.18,2013
Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,4.6,12255,Paperback,1.99,2013
"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)",Sherri Duskey Rinker,4.9,10294,Hardcover,0.97,2013
Sycamore Row (Jake Brigance),John Grisham,4.5,26008,Hardcover,37.49,2013
"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,4.4,7911,Hardcover,12.77,2013
"The Pioneer Woman Cooks: A Year of Holidays: 140 Step-by-Step Recipes for Simple, Scrumptious Celebrations",Ree Drummond,4.8,3316,Hardcover,5.75,2013
The Day the Crayons Quit,Drew Daywalt,4.8,11734,Hardcover,1.67,2013
"Happy, Happy, Happy: My Life and Legacy as the Duck Commander",Phil Robertson,4.8,4377,Hardcover,18.99,2013
The Very Hungry Caterpillar,Eric Carle,4.9,31511,Board book,0.94,2013
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Brené Brown,4.8,1662,Hardcover,5.97,2013
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.6,1286,Paperback,35.02,2013
Joyland (Hard Case Crime),Stephen King,4.5,5161,Paperback,0.94,2013
Fifty Shades of Grey: Book One of the Fifty Shades Trilogy (Fifty Shades of Grey Series),E L James,3.9,51632,Paperback,14.01,2013
"Soul Healing Miracles: Ancient and New Sacred Wisdom, Knowledge, and Practical Techniques for Healing the Spiritual, Mental, Emotional, and Physical Bodies",Zhi Gang Sha,4.6,237,Hardcover,1.23,2013
Shred: The Revolutionary Diet: 6 Weeks 4 Inches 2 Sizes,Ian K. Smith,4.1,2549,Hardcover,15.9,2013
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Allie Brosh,4.7,5987,Paperback,4.57,2013
To Kill a Mockingbird,Harper Lee,4.8,36339,Mass Market Paperback,1.19,2013
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3851,Hardcover,16.65,2013
Fifty Shades of Grey: Book One of the Fifty Shades Trilogy (Fifty Shades of Grey Series),E L James,3.9,51632,Paperback,14.01,2012
Fifty Shades Darker,E L James,4.4,26769,Paperback,0.32,2012
Fifty Shades Freed: Book Three of the Fifty Shades Trilogy (Fifty Shades of Grey Series) (English Edition),E L James,4.5,22665,Paperback,0.2,2012
The Hunger Games (Book 1),Suzanne Collins,4.7,34232,Paperback,0.5,2012
StrengthsFinder 2.0,Tom Rath,4,5568,Hardcover,15.85,2012
Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed),E L James,4.5,29365,Paperback,3.62,2012
Catching Fire (The Hunger Games),Suzanne Collins,4.7,24964,Hardcover,9.49,2012
Mockingjay (The Hunger Games),Suzanne Collins,4.5,29102,Hardcover,0.25,2012
"The Third Wheel (Diary of a Wimpy Kid, Book 7)",Jeff Kinney,4.7,7838,Hardcover,13.95,2012
No Easy Day: The Autobiography of a Navy Seal: The Firsthand Account of the Mission That Killed Osama Bin Laden,Mark Owen,4.6,8543,Hardcover,18.9,2012
The Hunger Games Trilogy Boxed Set (1),Suzanne Collins,4.8,20098,Hardcover,48.05,2012
Gone Girl,Gillian Flynn,4,59742,Hardcover,18.11,2012
"The Mark of Athena (Heroes of Olympus, Book 3)",Rick Riordan,4.8,7910,Hardcover,1.6,2012
The Official SAT Study Guide,The College Board,4.4,1334,Paperback,0.59,2012
Game of Thrones Boxed Set: A Game of Thrones/A Clash of Kings/A Storm of Swords/A Feast for Crows,George R.R. Martin,4.6,5866,Mass Market Paperback,3.85,2012
Killing Kennedy: The End of Camelot,Bill O'Reilly,4.6,8952,Hardcover,19.9,2012
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,10540,Paperback,11.21,2012
Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),Bill O'Reilly,4.7,9726,Hardcover,14.83,2012
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,30766,Hardcover,21.07,2012
Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,Eben Alexander,4.3,14275,Paperback,10.49,2012
The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,4.7,3984,Paperback,1.19,2012
Barefoot Contessa Foolproof: Recipes You Can Trust: A Cookbook,Ina Garten,4.8,1561,Hardcover,5.43,2012
"Thinking, Fast and Slow",Daniel Kahneman,4.6,15114,Hardcover,20.1,2012
The Casual Vacancy,J.K. Rowling,3.3,9762,Hardcover,16.74,2012
The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,Jonathan Cahn,4.7,13928,Paperback,4.95,2012
The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,4.6,13349,Hardcover,4.75,2012
Steve Jobs: The Exclusive Biography,Walter Isaacson,4.6,8567,Hardcover,16.85,2012
"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,4.4,7911,Hardcover,12.77,2012
"Oh, the Places You'll Go!",Dr. Seuss,4.9,17081,Hardcover,0.35,2012
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.6,1286,Paperback,35.02,2012
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3851,Hardcover,16.65,2012
Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,4.6,12255,Hardcover,19.14,2012
The Great Gatsby,F. Scott Fitzgerald,4.4,11080,Paperback,0.94,2012
The Racketeer,John Grisham,4.3,16023,Hardcover,28.59,2012
"The Blood Sugar Solution: The UltraHealthy Program for Losing Weight, Preventing Disease, and Feeling Great Now!",Mark Hyman M.D.,4.3,2005,Hardcover,20.84,2012
"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)",Sherri Duskey Rinker,4.9,10294,Hardcover,0.97,2012
The Immortal Life of Henrietta Lacks,Rebecca Skloot,4.7,11581,Paperback,1.4,2012
The Fault in Our Stars,John Green,4.7,52859,Hardcover,10.89,2012
"The Serpent's Shadow (The Kane Chronicles, Book 3)",Rick Riordan,4.8,2771,Hardcover,17.69,2012
One Thousand Gifts: A Dare to Live Fully Right Where You Are,Ann Voskamp,4.6,3638,Hardcover,12.39,2012
Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,4.5,18728,Hardcover,20,2012
Winter of the World: Book Two of the Century Trilogy,Ken Follett,4.6,12305,Hardcover,22.65,2012
The Pioneer Woman Cooks: Food from My Frontier,Ree Drummond,4.8,3409,Hardcover,4.89,2012
The Lego Ideas Book: Unlock Your Imagination,Daniel Lipkowitz,4.4,6035,Hardcover,21.05,2012
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Todd Burpo,4.7,16168,Paperback,0.25,2012
Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,4.9,22842,Hardcover,1.29,2012
"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition",Joel Fuhrman MD,4.5,7505,Paperback,0.94,2012
Thomas Jefferson: The Art of Power,Jon Meacham,4.6,2180,Hardcover,27.99,2012
Good to Great: Why Some Companies Make the Leap and Others Don't,Jim Collins,4.5,3974,Hardcover,11.98,2012
The Amateur,Edward Klein,4.5,2631,Hardcover,8.97,2012
The Smitten Kitchen Cookbook: Recipes and Wisdom from an Obsessive Home Cook,Deb Perelman,4.7,1402,Hardcover,9.82,2012
What to Expect When You're Expecting,Heidi Murkoff,4.4,3477,Paperback,14.93,2012
The Walking Dead: Compendium One,Robert Kirkman,4.8,4870,Paperback,5.64,2012
The Signal and the Noise: Why So Many Predictions Fail-But Some Don't,Nate Silver,4.4,1543,Hardcover,20.53,2012
How to Tell If Your Cat Is Plotting to Kill You (Volume 2) (The Oatmeal),The Oatmeal,4.5,7066,Paperback,1.25,2012
A Dance with Dragons (A Song of Ice and Fire),George R. R. Martin,4.4,13860,Hardcover,19.99,2012
America Again: Re-becoming the Greatness We Never Weren't,Stephen Colbert,4.3,544,Hardcover,17.84,2012
LEGO NINJAGO: Character Encyclopedia,DK Publishing,4.7,799,Hardcover,1.98,2012
American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,Chris Kyle,4.6,16976,Hardcover,22.04,2012
Outliers: The Story of Success,Malcolm Gladwell,4.7,13840,Paperback,1.49,2012
Teach Like a Champion: 49 Techniques that Put Students on the Path to College,Doug Lemov,4.5,711,Paperback,20.12,2012
Bared to You,Sylvia Day,4.3,10637,Paperback,15,2012
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,38489,Paperback,1.11,2012
"Strengths Based Leadership: Great Leaders, Teams, and Why People Follow",Tom Rath,4.5,1711,Hardcover,24.4,2012
The 17 Day Diet: A Doctor's Plan Designed for Rapid Results,Mike Moreno,4.3,2535,Hardcover,22.75,2012
Crazy Love: Overwhelmed by a Relentless God,Francis Chan,4.7,1677,Paperback,17.96,2012
Go the F**k to Sleep,Adam Mansbach,4.8,13155,Hardcover,1.49,2012
Bring Up the Bodies,Hilary Mantel,4.5,5896,Hardcover,21.05,2012
"Great by Choice: Uncertainty, Chaos, and Luck--Why Some Thrive Despite Them All (Good to Great, 5)",Jim Collins,4.6,832,Hardcover,16.27,2012
Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss,Joel Fuhrman MD,4.5,7505,Mass Market Paperback,16.51,2012
"Reflected in You (Crossfire, Book 2)",Sylvia Day,4.6,9523,Paperback,14.3,2012
Who Moved My Cheese,Spencer Johnson,4.6,9633,Hardcover,14.4,2012
The Book Thief,Markus Zusak,4.6,26303,Paperback,0.94,2012
A Guide to the Project Management Body of Knowledge,Project Management Institute,4.4,613,Paperback,20.25,2012
"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",Katherine Boo,4.3,3026,Hardcover,17.9,2012
"Deadlocked (Sookie Stackhouse/True Blood, Book 12)",Charlaine Harris,4.3,3177,Hardcover,14.5,2012
"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition",Kerry Patterson,4.6,5604,Paperback,16.14,2012
Forks Over Knives: The Plant-Based Way to Health,Gene Stone,4.6,2053,Paperback,1.27,2012
The Jesus Storybook Bible: Every Story Whispers His Name,Sally Lloyd-Jones,4.9,7050,Hardcover,1.56,2012
Notorious Nineteen: A Stephanie Plum Novel,Janet Evanovich,4.5,6283,Hardcover,15.45,2012
"The 4-Hour Chef: The Simple Path to Cooking Like a Pro, Learning Anything, and Living the Good Life",Timothy Ferriss,4.5,2490,Hardcover,44.1,2012
Cloud Atlas,David Mitchell,4.2,4189,Paperback,1.45,2012
The Alchemist,Paulo Coelho,4.7,43137,Paperback,39.27,2012
The Hunger Games,Suzanne Collins,4.7,34232,Hardcover,9.95,2012
"Help, Thanks, Wow: The Three Essential Prayers",Anne Lamott,4.6,1458,Hardcover,13.6,2012
Wonder,R. J. Palacio,4.8,26483,Hardcover,0.36,2012
"Stop Living In This Land, Go To The Everlasting World Of Happiness, Live There Forever",Woo Myung,3.8,44,Hardcover,22.45,2012
"To Heaven and Back: A Doctor's Extraordinary Account of Her Death, Heaven, Angels, and Life Again: A True Story",Mary C. Neal,4.5,3827,Paperback,14.69,2012
Forks Over Knives―The Cookbook: Over 300 Recipes for Plant-Based Eating All Through the Year,Del Sroufe,4.5,8914,Paperback,4.9,2012
Catching Fire (Hunger Games),Suzanne Collins,4.7,24964,Paperback,0.99,2012
"A Memory of Light (Wheel of Time, Book 14) (Wheel of Time, 14)",Robert Jordan,4.7,6819,Hardcover,5.98,2012
"Cabin Fever (Diary of a Wimpy Kid, Book 6)",Jeff Kinney,4.8,6104,Hardcover,12.7,2012
The 7 Habits of Highly Effective Teens: The Ultimate Teenage Success Guide,Sean Covey,4.6,6330,Paperback,13.66,2012
The Passage of Power: The Years of Lyndon Johnson,Robert A. Caro,4.7,1151,Hardcover,40.09,2012
The Pioneer Woman Cooks: Recipes from an Accidental Country Girl,Ree Drummond,4.8,3992,Hardcover,14.98,2012
"Divine Healing Hands: Experience Divine Power to Heal You, Animals, and Nature, and to Transform All Life (Soul Power)",Zhi Gang Sha Dr.,4.6,122,Hardcover,13.5,2012
"The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet, Weight Loss, And Long-term Health",Thomas Campbell,4.7,4877,Paperback,15.95,2012
This item is no longer available,,,,,,2012
The Meaning of Marriage: Facing the Complexities of Commitment with the Wisdom of God,Timothy Keller,4.8,3818,Hardcover,1.49,2012
Night (Night),Elie Wiesel,4.7,5610,Paperback,0.85,2012
Steve Jobs: The Exclusive Biography,Walter Isaacson,4.6,8567,Hardcover,16.85,2011
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Todd Burpo,4.7,16168,Paperback,0.25,2011
"Cabin Fever (Diary of a Wimpy Kid, Book 6)",Jeff Kinney,4.8,6104,Hardcover,12.7,2011
StrengthsFinder 2.0,Tom Rath,4,5568,Hardcover,15.85,2011
The Hunger Games (Book 1),Suzanne Collins,4.7,34232,Paperback,0.5,2011
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,30766,Hardcover,21.07,2011
Inheritance: Book IV (Inheritance Cycle),Christopher Paolini,4.6,6186,Hardcover,2.54,2011
Go the F**k to Sleep,Adam Mansbach,4.8,13155,Hardcover,1.49,2011
Mockingjay (The Hunger Games),Suzanne Collins,4.5,29102,Hardcover,0.25,2011
Game of Thrones Boxed Set: A Game of Thrones/A Clash of Kings/A Storm of Swords/A Feast for Crows,George R.R. Martin,4.6,5866,Mass Market Paperback,3.85,2011
Catching Fire (The Hunger Games),Suzanne Collins,4.7,24964,Hardcover,9.49,2011
The 17 Day Diet: A Doctor's Plan Designed for Rapid Results,Mike Moreno,4.3,2535,Hardcover,22.75,2011
A Dance with Dragons (A Song of Ice and Fire),George R. R. Martin,4.4,13860,Hardcover,19.99,2011
